"timestamp","row_number","ward","div","precinct","obs","log_obs","precinct_num","minute"
"11/5/2019 10:06:12",193,"01","19","0119",39,3.66356164612965,19,75
"11/5/2019 10:06:17",194,"02","29","0229",43,3.76120011569356,50,75
"11/5/2019 10:07:32",195,"08","09","0809",55,4.00733318523247,180,100
"11/5/2019 10:08:30",196,"36","29","3629",41,3.71357206670431,863,156
"11/5/2019 10:09:11",197,"30","06","3006",43,3.76120011569356,675,90
"11/5/2019 10:11:58",198,"46","09","4609",88,4.47733681447821,1143,190
"11/5/2019 10:13:02",199,"08","13","0813",60,4.0943445622221,184,190
"11/5/2019 10:13:03",200,"30","03","3003",42,3.73766961828337,672,120
"11/5/2019 10:13:07",201,"36","16","3616",48,3.87120101090789,850,180
"11/5/2019 10:13:11",202,"15","04","1504",41,3.71357206670431,336,150
"11/5/2019 10:13:17",203,"08","22","0822",36,3.58351893845611,193,186
"11/5/2019 10:13:39",204,"08","22","0822",37,3.61091791264422,193,191
"11/5/2019 10:13:52",205,"01","04","0104",40,3.68887945411394,4,90
"11/5/2019 10:13:58",206,"08","22","0822",38,3.63758615972639,193,193
"11/5/2019 10:14:41",207,"26","21","2621",21,3.04452243772342,608,125
"11/5/2019 10:15:54",208,"36","08","3608",41,3.71357206670431,842,155
"11/5/2019 10:16:18",209,"46","17","4617",22,3.09104245335832,1151,30
"11/5/2019 10:16:25",210,"36","05","3605",55,4.00733318523247,839,177
"11/5/2019 10:17:36",211,"30","03","3003",60,4.0943445622221,672,178
"11/5/2019 10:17:45",212,"08","22","0822",39,3.66356164612965,193,197
"11/5/2019 10:18:50",213,"01","11","0111",73,4.29045944114839,11,150
"11/5/2019 10:20:10",214,"56","05","5605",28,3.3322045101752,1381,186
"11/5/2019 10:20:33",215,"15","19","1519",72,4.27666611901606,351,199
"11/5/2019 10:20:39",216,"56","11","5611",37,3.61091791264422,1387,196
"11/5/2019 10:21:10",217,"56","19","5619",28,3.3322045101752,1395,199
"11/5/2019 10:23:14",218,"31","04","3104",87,4.46590811865458,690,203
"11/5/2019 10:24:12",219,"39","34","3934",22,3.09104245335832,951,123
"11/5/2019 10:24:23",220,"46","19","4619",112,4.71849887129509,1153,174
"11/5/2019 10:24:54",221,"15","14","1514",98,4.58496747867057,346,204
"11/5/2019 10:25:44",222,"27","14","2714",72,4.27666611901606,624,205
"11/5/2019 10:29:08",223,"08","22","0822",39,3.66356164612965,193,197
"11/5/2019 10:30:40",224,"31","13","3113",18,2.89037175789616,699,70
"11/5/2019 10:31:12",225,"08","22","0822",40,3.68887945411394,193,211
"11/5/2019 10:32:10",226,"08","08","0808",70,4.24849524204936,179,180
"11/5/2019 10:32:14",227,"01","14","0114",57,4.04305126783455,14,180
"11/5/2019 10:32:26",228,"02","24","0224",101,4.61512051684126,45,208
"11/5/2019 10:35:09",229,"15","19","1519",22,3.09104245335832,351,60
"11/5/2019 10:35:28",230,"39","32","3932",1,0,949,120
"11/5/2019 10:36:03",231,"02","23","0223",114,4.7361984483945,44,215
"11/5/2019 10:37:36",232,"08","22","0822",42,3.73766961828337,193,216
"11/5/2019 10:38:10",233,"30","07","3007",109,4.69134788222914,676,195
"11/5/2019 10:39:33",234,"15","12","1512",60,4.0943445622221,344,140
"11/5/2019 10:40:30",235,"05","03","0503",36,3.58351893845611,96,90
"11/5/2019 10:41:29",236,"31","03","3103",37,3.61091791264422,689,130
"11/5/2019 10:43:08",237,"39","26","3926",54,3.98898404656427,943,140
"11/5/2019 10:43:33",238,"08","13","0813",59,4.07753744390572,184,189
"11/5/2019 10:45:13",239,"46","22","4622",41,3.71357206670431,1156,80
"11/5/2019 10:45:37",240,"08","03","0803",100,4.60517018598809,174,183
"11/5/2019 10:46:13",241,"29","12","2912",50,3.91202300542815,663,150
"11/5/2019 10:46:53",243,"08","13","0813",59,4.07753744390572,184,189
"11/5/2019 10:48:08",244,"18","17","1817",74,4.30406509320417,415,150
"11/5/2019 10:48:14",245,"06","07","0607",64,4.15888308335967,137,195
"11/5/2019 10:50:46",246,"59","21","5921",39,3.66356164612965,1510,158
"11/5/2019 10:53:13",247,"31","18","3118",8,2.07944154167984,704,50
"11/5/2019 10:53:19",248,"02","10","0210",26,3.25809653802148,31,66
"11/5/2019 10:55:37",249,"02","09","0209",73,4.29045944114839,30,232
"11/5/2019 10:58:59",250,"27","23","2723",117,4.76217393479776,633,240
"11/5/2019 11:00:47",251,"15","03","1503",101,4.61512051684126,335,240
"11/5/2019 11:00:54",252,"27","23","2723",116,4.75359019110636,633,240
"11/5/2019 11:03:23",253,"02","07","0207",114,4.7361984483945,28,243
"11/5/2019 11:03:30",254,"08","22","0822",45,3.80666248977032,193,243
"11/5/2019 11:03:35",255,"08","19","0819",135,4.90527477843843,190,238
"11/5/2019 11:03:59",256,"08","25","0825",78,4.35670882668959,196,174
"11/5/2019 11:04:25",257,"08","19","0819",135,4.90527477843843,190,238
