"warddiv","n_apps","n_req","n_mailed","n_ret","n_reg","turnout_16"
"18-17",494.766581643655,494.766581643655,480.427758164982,317.688234786734,1076,640
"18-18",551.050918322447,551.050918322447,536.397699336545,364.029476036184,1066,643.995810142742
"18-19",445.925071622646,445.925071622646,431.21755879218,298.89179497132,769,463.320655131367
"19-01",117.737973438269,117.737973438269,110.681701918347,63.1709624528611,467,335
"19-02",163.719535989506,163.719535989506,158.228496474832,75.7795704213806,642,435
"19-03",107.682792261026,107.682792261026,105.132816855222,42.5498524348254,444,295
"19-04",108.021544515494,107.021544515494,105.891777340548,58.3619363830136,413,311
"19-05",74.4988276766683,74.4988276766683,66.4572142974258,38.999680275455,354,230
"19-06",106.184956550254,106.184956550254,100.634882767667,55.3837760288572,401,246
"19-07",127.088621085424,127.088621085424,109.864895884571,59.8423512051156,480,332
"19-08",132.915461551074,132.915461551074,119.358698147237,70.6739137563535,481,313
"19-09",164.690342679128,164.690342679128,142.878660436137,82.6200934579439,494,343
"19-10",236.104812264306,236.104812264306,217.694745040171,149.210403344811,665,443
"19-11",129.168716182981,129.168716182981,123.782259386785,73.9854074438433,484,343
"19-12",159.472823413674,159.472823413674,150.917240531235,91.2501639613051,491,376
"19-13",129.850532874242,129.850532874242,116.546720773897,72.2395392687326,463,322
"19-14",58.3635841941302,58.3635841941302,56.8394818822758,24.8946138711264,212,142
"19-15",111.727184784391,111.727184784391,105.686555172979,61.0771110018036,349,251
"19-16",199.979283489097,199.979283489097,176.741588785047,90.7595015576324,591,424
"19-17",118.178480078701,118.178480078701,100.38627643876,53.9198885063125,361,251
"19-18",109.082161010002,109.082161010002,97.8738809640925,58.9163469421217,364,275
"19-19",113.532365961633,113.532365961633,101.402106902771,50.364887686506,386,275
"20-01",245.400042452029,245.400042452029,227.54626907309,146.550313538559,723,557
"20-02",133.720478858889,133.720478858889,124.668772287315,69.0993462387502,360,221
"20-03",203.334929529632,203.334929529632,192.045907624384,145.833931906945,494,438
"20-04",279.403557480048,279.403557480048,261.334014991631,160.846274531208,649,420
"20-05",72.1205637629479,72.1205637629479,69.3327390049244,42.0035447444388,256,132.75
"20-06",282.11186109696,282.11186109696,259.776150449992,178.38569791136,590,477
"20-07",286.948055697062,286.948055697062,254.588495500085,161.593020886398,825,925
"20-08",120.101995245373,120.101995245373,108.219884530481,69.1194982170148,322,146
"20-09",149.327432501274,149.327432501274,137.770979792834,79.8373705213109,507,557
"20-10",202.916878926813,202.916878926813,187.350392984499,107.282520073745,627,445.25
"20-11",294.035082356937,294.035082356937,240.509142954176,131.583393979089,1024,875
"21-01",369.172813569872,369.172813569872,360.751680672269,262.776206037971,671,439.232478632479
"21-02",465.807803479815,465.807803479815,447.341108701545,321.978796321396,827,563
"21-03",255.693818585915,255.693818585915,245.075885539658,165.271732185026,465,375
"21-04",376.239454132908,376.239454132908,364.081544230595,250.487088742307,678,363
"21-05",577.875824523358,577.875824523358,554.519305141411,428.511678865094,1012,739
"21-06",338.397243054928,338.397243054928,331.048373542966,225.626670381414,685,478
"21-07",447.095830948867,447.095830948867,433.409939459655,291.146655723221,848,513
"21-08",349.722620804594,349.722620804594,342.41836541068,243.079281246549,630,399
"21-09",501.198706866259,501.198706866259,473.637819643987,359.332335873417,867,548
"21-10",282.70905946608,282.70905946608,272.083699286166,185.798119534552,531,362
"21-11",421.14846741564,421.14846741564,406.693720068673,296.916550204311,694,454
"21-12",319.388610282823,319.388610282823,306.557838619319,222.060459022319,591,392
"21-13",327.831165225947,327.831165225947,317.032321315623,219.655036996878,618,440
"21-14",452.33031585394,452.33031585394,429.979127134725,339.795224039437,738,562
"21-15",471.521537001898,471.521537001898,455.342251739405,342.096186861841,778,581.767521367521
"21-16",266.729373111252,266.729373111252,256.071030993042,182.352451231389,540,358
"21-17",406.389537463731,406.389537463731,394.463133640553,277.037421061615,771,498
"21-18",344.967207815026,344.967207815026,327.339879822897,242.101957270363,568,406
"21-19",305.391939499814,305.391939499814,291.681137616337,222.222129353534,567,403
"21-20",311.551890505306,311.551890505306,292.873086654016,213.278049857936,555,375
"21-21",342.379789765369,342.379789765369,325.25278756664,229.901731875546,651,471
"21-22",538.422120317661,538.422120317661,499.470520466251,374.858036906519,987,745
"21-23",698.155456776404,698.155456776404,667.650201416863,481.521021438163,1163,814
"21-24",642.71828726212,642.71828726212,614.257633004584,486.95928369681,926,793
"21-25",386.524308931796,386.524308931796,371.031161735426,258.905922118813,710,538
"21-26",318.448849377228,318.448849377228,304.563413900079,210.125075241932,591,434
"21-27",394.171961383526,394.171961383526,382.587771449738,264.636759735148,718,526
"21-28",332.657452423948,332.657452423948,317.109934250127,256.606739361948,590,471
"21-29",563.509861148761,563.509861148761,547.85949218397,390.12438028975,1077,762
"21-30",465.370926517572,465.370926517572,453.32673056443,308.943450479233,899,668
"21-31",345.350365791545,345.350365791545,323.721389544844,237.415904986804,574,476
"21-32",269.668403018938,269.668403018938,257.21651155253,204.557565865629,525,416
"21-33",562.898998524141,562.898998524141,535.291239721695,422.978737086232,1004,824
"21-34",499.68293625694,499.68293625694,484.661321948134,364.172914470448,955,822
"21-35",401.421412005662,401.421412005662,385.411534291136,266.057593144785,762,599
"21-36",287.005151953254,287.005151953254,276.893787837716,195.9171034005,538,362
"21-37",341.205250729268,341.205250729268,329.146064268185,239.43674584433,621,440
"21-38",339.507350557948,339.507350557948,328.272121127934,236.940917720054,686,505
"21-39",476.286222623513,476.286222623513,463.564941890077,296.768456267074,934,671.194968553458
"21-40",470.012717044034,470.012717044034,446.477063944066,322.69261239987,883,606.146095717884
"21-41",398.878216881974,398.878216881974,375.040901514099,281.165928138167,763,634.853904282116
"21-42",267.957014863175,267.957014863175,252.67137333889,180.225899430476,535,440
"21-43",237.199782377182,237.199782377182,219.253308329861,145.769229522619,495,387
"21-44",342.193614853915,342.193614853915,338.033592628606,251.056755567903,735,557.805031446542
"21-45",421.010299388573,421.010299388573,409.881846932321,346.744286316677,616,462
"22-01",555.248614648453,555.248614648453,539.109410614597,449.265202850454,765,687
"22-02",535.279072444753,535.279072444753,522.513729386947,415.050354377299,782,626
"22-03",429.222725167863,429.222725167863,420.103747009339,323.813228370765,617,490
"22-04",309.429705950451,309.429705950451,297.82718736333,231.743717681562,462,423
"22-05",430.884225386535,430.884225386535,415.252803503897,334.177605412776,643,530
"22-06",564.774038486275,564.774038486275,552.08156208999,420.932343520877,838,661
"22-07",499.493217951686,499.493217951686,484.942025546037,368.750690746315,774,572
"22-08",318.75731200638,318.75731200638,310.479111033933,236.782059247254,528,388
"22-09",307.056772401019,307.056772401019,291.60947364359,219.859145635564,537,411
"22-10",403.574214710195,403.574214710195,389.584653083275,309.176157675388,629,502
"22-11",254.643364590569,254.643364590569,246.739714054179,182.103320598904,450,323
"22-12",320.775177510226,320.775177510226,309.583605387049,215.532820097245,597,407
"22-13",304.755132360886,304.755132360886,293.669097784981,215.671806745389,568,446
"22-14",397.55275462427,397.55275462427,383.728121864629,272.289162872064,661,539
"22-15",330.041561189576,330.041561189576,318.436708600242,225.844766664094,617,477
"22-16",330.163185279514,330.163185279514,319.417356769828,235.032003292943,563,446
"22-17",321.913224511847,321.913224511847,314.481577525662,250.234382959018,493,417
"22-18",273.234311569036,273.234311569036,266.06036312418,207.617590877518,442,371
"22-19",319.311066090402,319.311066090402,306.953027964292,229.603045972576,549,427
"22-20",279.664279925909,279.664279925909,270.068836021713,196.833203416429,441,349
"22-21",281.863594967971,281.863594967971,270.686389596357,199.787142085359,478,432.339920948617
"22-22",314.493862390986,314.493862390986,298.911879678938,220.306953770163,544,445
"22-23",339.511399243652,339.511399243652,328.099509917419,263.148045458054,513,429
"22-24",315.562290653701,315.562290653701,304.547175272054,244.168449486764,494,509
"22-25",279.87464755216,279.87464755216,274.657706902318,204.738958992565,442,273
"22-26",336.608034267191,336.608034267191,326.302427259396,248.258499266806,544,381.660079051383
"22-27",352.256587172957,352.256587172957,332.435639036814,255.876813691441,536,449
"22-28",316.310330323377,316.310330323377,300.850382032878,225.931726094003,487,389
"22-29",354.484224743382,354.484224743382,331.202427259396,263.402546885853,550,452
"23-01",153.298009950249,153.298009950249,151.120149253731,79.7751243781095,451,253
"23-02",162.945567211766,162.945567211766,150.680998662964,93.1770389797388,542,334
"23-03",122.796090973703,122.796090973703,116.717555081734,66.4511371712864,377,269
"23-04",221.723791755508,221.723791755508,209.561638237384,130.393230277185,641,437
"23-05",186.649696595701,186.649696595701,179.645083821866,113.663838321506,593,400
"23-06",254.784320682917,254.784320682917,243.295376941273,147.300164558264,783,443
"23-07",200.230206726319,200.230206726319,189.967417463746,108.121701121053,676,398
"23-08",192.690867093106,192.690867093106,177.572530206112,108.244171997157,583,415
"23-09",236.549289267946,236.549289267946,220.877434257285,152.941115849325,531,434
"23-10",384.987071891392,384.987071891392,366.71001234187,221.264511981899,903,617
"23-11",242.82604648771,242.82604648771,233.281080942096,139.868229970174,713,449.033909149073
"23-12",220.546929959889,220.546929959889,215.627656073228,129.724488326648,619,507.966090850927
"23-13",304.004388770434,304.004388770434,284.753926794598,181.767359630419,674,510
"23-14",221.343194740583,221.343194740583,216.052683013504,131.519100923952,626,395
"23-15",183.339997943022,183.339997943022,172.256294353595,102.884444101615,552,328
"23-16",173.915993006274,173.915993006274,161.466162706983,89.5090147073948,570,364
"23-17",168.855301861565,168.855301861565,153.326303609997,96.3703280880387,507,338
"23-18",144.987254448216,144.987254448216,130.993055127018,75.4409312969248,504,384
"23-19",156.928926257328,156.928926257328,141.485652576365,84.229821042888,477,326
"23-20",193.455250437108,192.955250437108,182.066995783194,115.431430628407,617,429
"23-21",207.223305564126,207.223305564126,192.384973773527,123.364995371799,612,450
"23-22",162.242777434948,162.242777434948,153.992715725599,83.2418517947136,571,374
"23-23",137.034469813843,137.034469813843,130.905702972334,76.1863005245295,513,271
"24-01",221.895046330651,221.895046330651,215.48659645718,133.401398481648,575,405
"24-02",197.57477215214,197.57477215214,183.506676560686,115.80048043077,530,377
"24-03",222.297154517952,222.297154517952,211.190930798942,127.358017961451,598,438
"24-04",184.179964609852,184.179964609852,177.146172726754,106.122169263847,534,358
"24-05",278.624163289381,278.624163289381,264.944594440322,173.971492855376,661,465
"24-06",571.496722054369,571.496722054369,555.395038302294,357.367846119415,1162,813
"24-07",187.670892998873,187.670892998873,183.443814237026,115.292838856912,503,378
"24-08",381.264913568801,381.264913568801,363.132931839184,228.546577712119,893,544
"24-09",127.333091690926,127.333091690926,123.72332990848,77.1671413893487,391,283
"24-10",101.702983427517,101.702983427517,97.9925357231197,49.6087057860989,481,394
"24-11",175.936925623609,175.936925623609,169.037951176818,102.221026694827,470,331
"24-12",155.986062750918,155.986062750918,149.95780771353,103.172393781989,441,330
"24-13",146.33154955572,146.33154955572,141.939082329661,86.1762733793786,406,284
"24-14",159.911119356128,159.911119356128,152.883149723158,102.168968928972,410,332
"24-15",83.5343370055368,83.5343370055368,80.6808541202884,49.0751279563141,292,231
"24-16",114.308206665644,114.308206665644,110.491119144329,71.4231119900222,272,189
"24-17",110.334256745791,110.334256745791,106.636590343687,66.95018941794,266,195
"24-18",119.649516715185,119.649516715185,116.063326483627,55.4842827786974,601,531
"24-19",163.777473980631,163.777473980631,157.147790969804,94.0395294632494,566,397
"25-01",187.458344702137,187.458344702137,182.291678035471,118.811596180082,495,338
"25-02",149.434993178718,149.434993178718,142.434993178718,81.1263756252842,463,281
"25-03",222.02562528422,222.02562528422,217.52562528422,144.087789904502,563,404
"25-04",201.492496589359,201.492496589359,196.159163256025,120.346521145975,551,376.326996197719
"25-05",175.11070941337,175.11070941337,168.61070941337,110.156934970441,554,380
"25-06",139.268690313779,139.268690313779,135.602023647112,87.4307867212369,450,310
"25-07",162.15011368804,162.15011368804,159.15011368804,102.149295134152,512,373.326735145565
"25-08",186.448931332424,186.448931332424,184.448931332424,125.643292405639,513,331
"25-09",150.539590534105,150.539590534105,143.962957075701,88.1853822030818,422,318.952209197475
"25-10",164.370850386539,164.370850386539,157.870850386539,96.6007276034561,417,213.815760266371
"25-11",164.527376080036,164.527376080036,162.194042746703,96.4069349704411,519,339
"25-12",172.695793542519,172.695793542519,171.695793542519,113.559413369714,493,364.530508390346
"25-13",175.951692758873,175.951692758873,170.821264070384,101.187620218226,474,295
"25-14",136.802149911588,136.802149911588,133.095202052874,78.9694785871393,395,223
"25-15",223.833723330191,223.833723330191,214.935717982367,125.234815383004,822,266
"25-16",122.216500009242,122.216500009242,118.281221620489,72.0551648399041,334,201
"25-17",118.444483361982,118.444483361982,115.068453690184,71.58886814656,404,201.047790802525
"25-18",160.821189675249,160.821189675249,157.734205589339,97.9448408591021,523,298
"25-19",138.040662255328,138.040662255328,130.907990930879,78.4790941968714,490,291
"25-20",186.337137342969,186.337137342969,178.132607711218,107.156010603232,590,318
"25-21",151.951211269862,151.951211269862,149.324836577146,99.4589850223956,418,253
"25-22",129.976148249204,129.976148249204,126.976148249204,83.5212141882674,445,289
"25-23",177.039927239654,177.039927239654,169.039927239654,104.159117780809,516,327
"25-24",170.629389929086,170.629389929086,166.467870543223,111.653289096723,448,294
"26-01",164.797591382232,163.797591382232,164.196465746793,115.286335027838,523,344.151699029126
"26-02",247.47772936335,247.47772936335,244.821592834665,158.583030743161,782,632.848300970874
"26-03",164.299322198015,164.299322198015,161.530077463084,111.106874848705,531,400
"26-04",144.0096828855,144.0096828855,141.403655289276,79.7827402565965,545,402
"26-05",201.545340111353,201.545340111353,198.433865892036,135.73059791818,567,410
"26-06",208.463810215444,208.463810215444,206.501755022997,138.509924957637,662,494
"26-07",198.622367465505,198.622367465505,195.757443718228,127.056463326071,579,432
"26-08",200.041382231905,200.041382231905,198.415746792544,139.785027838296,633,463
"26-09",199.480452674897,199.480452674897,196.356995884774,147.129218106996,626,462
"26-10",185.438937303316,185.438937303316,182.511740498669,124.916969256839,462,318
"26-11",192.215988864682,192.215988864682,191.113410796417,127.023541515372,510,382
"26-12",210.844747034616,210.844747034616,205.737267005568,127.686613410796,546,402
"26-13",166.219922536916,166.219922536916,164.470104091019,117.638404744614,434,333
"26-14",212.726325344953,212.726325344953,208.62556281772,146.885366739288,516,371
"26-15",145.409586056645,145.409586056645,144.324618736383,99.8932461873638,432,340
"26-16",256.585572500605,256.585572500605,244.473553618978,167.015383684338,544,395
"26-17",184.582631324135,184.582631324135,181.235318324861,115.99283466473,486,338
"26-18",215.859658678286,215.859658678286,210.92556281772,128.102033405955,511,384
"26-19",190.094747034616,190.094747034616,185.487267005568,109.56994674413,537,414
"26-20",103.62556281772,103.62556281772,99.7323166303558,62.6931009440813,308,132
"26-21",173.295812152021,173.295812152021,173.206669087388,116.987714839022,438,324
"26-22",179.302735415154,179.302735415154,174.207782619221,117.819874122488,453,331
"26-23",456.162067296054,456.162067296054,436.91243040426,283.482365044783,1194,803
"27-01",303.63351685616,303.63351685616,289.773370713858,190.541182417259,605,402
"27-02",373.307266482505,373.307266482505,361.525621807033,267.677724489689,656,484
"27-03",214.458573908449,214.458573908449,199.565936450432,127.206026642515,562,564
"27-04",168.791439206514,168.791439206514,163.805389081913,105.781731611291,409,312
"27-05",337.956762404971,337.956762404971,320.222229357343,222.471352563611,678,387
"27-06",484.346713083513,484.346713083513,425.846839503378,272.790339258085,1097,534
"27-07",309.7719907268,309.7719907268,295.372510388941,213.039813610834,643,418.553513513513
"27-08",271.733790554629,271.733790554629,249.168989046189,173.363950073406,584,331.446486486487
"27-09",539.277512361512,539.277512361512,489.353713089745,322.70221805654,1123,638
"27-10",195.234367174838,195.234367174838,187.946748037091,135.868493257686,367,280
"27-11",492.085688139175,492.085688139175,446.78559756972,280.900950979282,1189,653
"27-12",179.965075309326,179.965075309326,176.046488694213,116.320875824858,399,286
"27-13",360.262911807993,360.262911807993,344.314338276916,233.668355409638,758,374
"27-14",354.580506070588,354.580506070588,339.186263136987,234.390854512353,730,503
"27-15",298.616649655036,298.616649655036,287.857075373918,195.709795732747,601,410
"27-16",212.01654343732,212.01654343732,206.227375903173,151.690668961649,440,307
"27-17",188.823727357256,188.823727357256,181.702246849656,131.775192122526,419,279
"27-18",174.725197177252,174.725197177252,158.93704856787,93.5672270651723,549,902.524976510511
"27-19",493.897422138758,493.897422138758,467.794804112588,282.95053480635,1114,717
"27-20",248.686743057527,248.686743057527,232.47946207946,149.960758673679,363,277.464183381089
"27-21",209.004177586133,209.004177586133,194.155383496717,128.919411295149,413,394.010840108401
"27-22",533.059135495063,533.059135495063,501.082771259896,306.081387804282,900,1130
"27-23",439.638226770128,439.638226770128,420.641397655529,309.85795871216,810,561
"28-01",121.794226268623,121.794226268623,110.76511501798,69.1993350077059,406,305.772234273319
"28-02",129.374814962802,129.374814962802,121.815338584775,74.7470498696653,401,283
"28-03",149.059237589665,149.059237589665,144.796850086573,88.0653167037692,437,339
"28-04",129.754724394467,129.754724394467,123.861458036037,71.2691963011587,411,297
"28-05",158.133388511521,158.133388511521,153.266719942158,91.5333561656868,508,373
"28-06",125.037265254866,125.037265254866,120.00666990125,70.2504775767262,480,351
"28-07",84.1858791407424,84.1858791407424,77.998435032441,50.9993292996176,293,243
"28-08",205.166155792758,205.166155792758,199.129966512548,119.017604695854,563,385.227765726681
"28-09",198.694975930894,198.694975930894,190.427907795346,121.454817626577,527,417
"28-10",126.191481629469,126.191481629469,121.665338584775,72.7470498696653,408,297
"28-11",91.6762866982514,91.6762866982514,86.74089750176,49.4080036912305,291,236
"28-12",135.780757082786,135.780757082786,131.267627528207,78.1242213216127,452,300
"28-13",113.284747036551,113.284747036551,107.924928173221,67.7678263599521,410,330
"28-14",104.103635100938,104.103635100938,98.9132798675724,70.2175961337215,360,270
"28-15",123.867740738627,123.867740738627,116.506209448789,74.4217088113857,399,280
"28-16",106.545811214491,106.545811214491,103.858024620888,61.736772456571,323,249
"28-17",108.831209924463,108.831209924463,103.637030271895,56.8634891641456,410,240
"28-18",181.78350172194,181.78350172194,166.717403961413,109.409839792987,482,315
"29-01",304.828428093645,304.828428093645,294.095596432553,219.079319955407,498,349
"29-02",99.5189520624303,99.5189520624303,96.3359531772575,61.6806577480491,248,161
"29-03",398.398439241918,398.398439241918,384.270568561873,268.022965440357,699,517
"29-04",106.302731326644,106.302731326644,98.7515050167224,59.8264771460424,269,173
"29-05",75.3829988851728,75.3829988851728,69.5841694537347,38.9739687848383,239,180
"29-06",66.7585841694537,66.7585841694537,61.661872909699,36.4236900780379,199,172
"29-07",46.7763099219621,46.7763099219621,45.2675585284281,25.9033444816054,124,19
"29-08",123.608528428094,123.608528428094,120.253678929766,74.0387959866221,308,203
"29-09",86.4546822742475,86.4546822742475,81.5216276477146,49.5477703455964,262,208.49591280654
"29-10",719.458794624356,719.458794624356,694.107658911057,488.010221419691,1186,688.938917975567
"29-11",287.010144927536,287.010144927536,281.641304347826,191.917391304348,540,361.50408719346
"29-12",317.523355629877,317.523355629877,308.366610925307,206.253957636566,645,368
"29-13",237.809141583055,237.809141583055,229.577146042363,160.472630992196,517,366
"29-14",119.612987736901,119.612987736901,112.092530657748,74.9969899665552,315,199
"29-15",162.752564102564,162.752564102564,153.476923076923,103.188461538462,387,298
"29-16",194.138851727982,194.138851727982,179.194537346711,115.887848383501,437,304
"29-17",171.23762541806,171.23762541806,166.380936454849,110.170178372352,387,225.061082024433
