"warddiv","n_apps","n_req","n_mailed","n_ret","n_reg","turnout_16"
"55-13",138.286846038864,138.286846038864,137.262556053812,85.8824364723468,392,324
"55-14",173.176831091181,173.176831091181,169.149604954089,88.5206064488576,462,374
"55-15",140.281390134529,140.281390134529,138.256833226564,83.6525731368781,384,334
"55-16",158.695440956652,158.695440956652,157.168962203716,104.09422378817,441,392
"55-17",144.983931240658,144.983931240658,141.458520179372,84.9136771300448,417,343
"55-18",135.885749822317,135.885749822317,132.310056858564,64.213539445629,375,336
"55-19",102.306414356787,102.306414356787,100.73907249467,60.851012793177,324,327
"55-20",115.1302594172,115.1302594172,112.725319829424,66.9740760483298,348,358
"55-21",138.550106609808,138.550106609808,136.632551528074,83.8596659559346,399,412
"55-22",121.475408670931,121.475408670931,116.319225302061,70.3092750533049,358,302
"55-23",122.132995735608,122.132995735608,120.899697938877,62.5166133617626,315,291
"55-24",148.971215351812,148.971215351812,147.294420753376,90.9735252309879,464,398
"55-25",214.766808813077,214.766808813077,210.62117981521,127.185110163468,571,398
"55-26",175.446927374302,174.446927374302,173.946927374302,101.111731843575,579,421
"55-27",174.789356787491,174.789356787491,170.114161336176,102.321126510306,457,333
"55-28",153.966480446927,153.966480446927,148.966480446927,96.4916201117318,472,335
"55-29",208.510909737029,208.510909737029,203.808884150675,125.128038379531,580,405
"56-01",285.185914792507,285.185914792507,275.77765191284,200.391455305668,619,452
"56-02",186.112583120205,186.112583120205,182.407630008525,128.218763853367,447,330
"56-03",159.637651728647,159.637651728647,156.0907931333,100.057242452709,388,306
"56-04",166.062924794165,166.062924794165,163.671239247757,101.758389972555,445,316
"56-05",170.520656436488,170.520656436488,163.39957374254,89.9339982949702,419,277
"56-06",370.997391304348,370.997391304348,361.274637681159,279.132898550725,685,543
"56-07",245.373795761079,245.373795761079,242.776630883567,146.166322598404,647,486
"56-08",275.85366359065,275.85366359065,269.426834097733,163.113821812087,780,645
"56-09",216.112388793723,216.112388793723,212.382949291779,136.571651839163,518,400
"56-10",179.928022165388,179.928022165388,178.556479113384,119.935225916454,462,366
"56-11",139.517348678602,139.517348678602,137.483972719523,84.0390025575448,399,293
"56-12",182.842190963342,182.842190963342,180.0968456948,123.370920716113,536,387
"56-13",262.376836860621,262.376836860621,257.816384852001,193.798022692527,488,319
"56-14",151.69860566208,151.69860566208,149.652741706729,99.3875918660551,372,291
"56-15",160.201092262069,160.201092262069,155.821784457829,96.7212567460537,389,313
"56-16",176.288847886981,176.288847886981,171.917074655949,113.907268298624,441,336
"56-17",202.813955669224,202.813955669224,196.437041773231,130.482881500426,503,370
"56-18",156.237698209719,156.237698209719,154.537425404945,92.2896163682864,391,309
"56-19",369.744143222506,369.744143222506,363.7226342711,231.357357203751,857,641
"56-20",160.871926683717,160.871926683717,156.091389599318,89.9480988917306,363,270
"56-21",214.940255754476,214.940255754476,213.643989769821,125.090042625746,509,382
"56-22",209.566223358909,209.566223358909,208.52041773231,118.338815004263,536,386
"56-23",233.085677749361,233.085677749361,223.203239556692,140.73094629156,571,416
"56-24",193.511167945439,193.511167945439,190.220886615516,112.057416879795,475,355
"56-25",235.743938618926,235.743938618926,229.330775788576,157.223989769821,538,437
"56-26",236.614213859457,236.614213859457,232.091450493241,145.412289611497,565,420
"56-27",171.002355376933,171.002355376933,169.601315308732,119.067852880283,411,299
"56-28",212.46589087809,212.46589087809,205.773231031543,137.513759590793,498,373
"56-29",240.97731092437,240.97731092437,236.95700280112,164.312885154062,524,388
"56-30",381.716197783461,381.716197783461,372.819352088662,240.880477408355,935,664
"56-31",300.051781756181,300.051781756181,297.829795396419,212.730852514919,670,514
"56-32",138.540674329078,138.540674329078,137.498125840379,90.1276454660994,346,295
"56-33",164.755797461826,164.755797461826,161.540724982041,109.728550772688,398,309
"56-34",157.868230461771,157.868230461771,153.152605404211,95.4302085060139,378,264
"56-35",207.980028011204,207.980028011204,202.771008403361,131.555798319328,461,321
"56-36",163.218243819267,163.218243819267,160.854603580563,107.497485080989,345,275
"56-37",173.376274509804,173.376274509804,172.505882352941,110.382156862745,440,306
"56-38",230.809045183291,230.809045183291,227.849104859335,137.832063086104,497,367
"56-39",316.922088661552,316.922088661552,307.442583120205,187.900903665814,710,469
"56-40",179.350352728813,179.350352728813,175.805151866792,118.802269252731,370,275
"56-41",355.088712702472,355.088712702472,345.685251491901,233.187007672634,783,604
"57-01",188.619906223359,188.619906223359,185.740537084399,117.356095481671,558,439
"57-02",288.688419193764,288.688419193764,282.147625137011,179.934180976739,761,575
"57-03",278.105839727195,278.105839727195,278.054433077579,182.087084398977,614,490
"57-04",241.498704177323,241.498704177323,238.790451832907,175.810895140665,517,365
"57-05",199.497144075021,199.497144075021,197.458780903666,138.052301790281,462,334
"57-06",432.297408354646,432.297408354646,425.130903665814,289.205123614663,950,696
"57-07",239.711493118987,239.711493118987,235.291578370479,133.33961393253,585,446
"57-08",261.291960784314,261.291960784314,257.237254901961,170.479215686275,654,545
"57-09",194.800306905371,194.800306905371,189.429454390452,108.033384484228,447,328
"57-10",345.715763000853,345.715763000853,338.651236146633,220.58873827792,775,570.971246006389
"57-11",257.13604920229,257.13604920229,255.69331993667,175.74489708927,605,477
"57-12",208.070758738278,208.070758738278,203.687169650469,128.317348678602,610,442
"57-13",254.509237258477,254.509237258477,251.927345232175,156.245676078908,713,587
"57-14",239.269784126282,239.269784126282,237.699275202151,160.32819343906,597,467
"57-15",224.756844476921,224.756844476921,222.622488125685,145.074156619169,608,459
"57-16",162.910460358056,162.910460358056,160.535848252344,96.343410059676,492,374
"57-17",213.423589087809,213.423589087809,211.677323103154,122.490042625746,579,464
"57-18",227.206473023992,227.206473023992,222.156217269517,147.910205821459,615,466
"57-19",163.397851662404,163.397851662404,161.52715260017,91.8163086104007,462,327
"57-20",217.005924978687,217.005924978687,214.802429667519,142.814876385337,441,338
"57-21",186.476274509804,186.476274509804,183.605882352941,116.898823529412,449,329
"57-22",167.473819266837,167.473819266837,166.070247229327,101.998414322251,462,338
"57-23",238.057403483132,238.057403483132,234.531494336865,160.399249786871,599,476
"57-24",165.289403239557,165.289403239557,164.747357203751,105.162122762148,486,317
"57-25",226.955213737669,226.955213737669,221.995810498112,161.199678480088,514,386
"57-26",232.611125319693,232.611125319693,229.146888320546,138.760187553282,546,443
"57-27",380.786359761296,380.786359761296,373.920545609548,217.553282182438,934,555.02875399361
"57-28",163.876794543905,163.876794543905,161.805328218244,102.968354646206,467,366
"58-01",211.463587634006,211.463587634006,208.104574918973,146.677038145101,465,328
"58-02",128.059299426577,128.059299426577,121.373834455248,85.5730615806532,322,232
"58-03",477.631451009723,477.631451009723,466.162378459237,325.790550984792,959,704
"58-04",211.303353278484,211.303353278484,208.767352281227,141.258002991773,680,558
"58-05",465.644153577661,465.644153577661,453.413612565445,256.108289703316,1155,811
"58-06",222.625991024682,222.625991024682,218.845524806781,129.224731987036,570,432
"58-07",205.257279980055,205.257279980055,198.197868362004,137.137758663675,501,390
"58-08",391.739990027425,391.739990027425,375.507990526053,264.479331837447,899,636
"58-09",293.185582324879,293.185582324879,289.101037925255,196.620299865539,724,477
"58-10",265.454328525907,265.454328525907,261.880062072903,182.439466025676,624,493
"58-11",239.315289246133,239.315289246133,235.204512239678,142.586675191816,606,461
"58-12",222.654138618798,222.654138618798,216.505360259287,151.889192221391,604,455
"58-13",262.544178593137,262.544178593137,257.475548433442,187.705890479085,587,464
"58-14",161.80033657442,161.80033657442,161.276153079033,110.18921715283,463,365
"58-15",195.84606083271,195.84606083271,188.406257791075,122.836075791573,419,322
"58-16",252.254392993314,252.254392993314,244.520864415833,171.533919065775,580,454
"58-17",297.711991858687,297.711991858687,293.632199627931,204.656043358936,680,551
"58-18",272.132273747195,272.132273747195,266.978160059835,182.295674395413,633,504
"58-19",359.16656812363,359.16656812363,356.069535466284,242.657764638706,839,664
"58-20",269.350585888806,269.350585888806,261.314485165794,169.167825978559,644,438
"58-21",265.254637247569,265.254637247569,259.267738718524,177.594028920469,691,579
"58-22",188.433819496385,188.433819496385,185.572961854899,126.882572924458,529,426
"58-23",316.019321864872,316.019321864872,308.643355771628,221.927898279731,797,528
"58-24",519.526340064822,519.526340064822,502.132523061581,369.664784343057,1131,632
"58-25",250.594228371977,250.594228371977,246.645350286712,159.663300922463,593,459
"58-26",293.403588992651,293.403588992651,287.830096148533,207.553811865687,631,481
"58-27",241.668873098978,241.668873098978,238.886262777362,161.347830964847,579,488
"58-28",217.109565217391,217.109565217391,214.731884057971,135.051594202899,529,414
"58-29",296.024744452755,296.024744452755,290.277673896784,184.50787833458,886,638
"58-30",270.227274993767,270.227274993767,265.029244577412,168.894091249065,588,447
"58-31",378.176452256295,378.176452256295,366.546796310147,247.305634505111,838,581
"58-32",138.889865370232,138.889865370232,137.370967339816,97.6995512341062,357,268
"58-33",172.200062328596,172.200062328596,168.304225878833,106.854176015956,523,371
"58-34",269.644228371977,269.644228371977,266.995350286712,186.313300922463,597,477
"58-35",379.072899526303,379.072899526303,368.689254549988,251.400934928945,948,703
"58-36",156.05617053104,156.05617053104,153.585028671154,108.580092246323,365,253
"58-37",266.674856644228,266.674856644228,262.725280478684,177.132061829968,630,515
"58-38",150.521852405884,150.521852405884,143.461593118923,94.5807778608826,466,312
"58-39",196.998217402144,196.998217402144,192.965806532037,129.447232610322,621,492
"58-40",212.925130890052,212.925130890052,206.447207678883,145.683769633508,503,377
"58-41",308.67516828721,308.67516828721,304.629743206183,227.636275243082,875,710
"58-42",210.8325355273,210.8325355273,207.855908750935,148.296546995762,501,388
"58-43",201.503552729993,201.503552729993,199.112303664921,138.46660433807,469,366
"58-44",497.351657940663,497.351657940663,484.80907504363,335.961082024433,762,530
"59-01",218.93781512605,218.93781512605,211.360084033613,144.577380952381,572,376
"59-02",269.868977591036,269.868977591036,258.040616246499,181.232738095238,588,442
"59-03",252.50119047619,252.50119047619,244.838095238095,165.344642857143,573,417
"59-04",388.315546218487,388.315546218487,375.354621848739,266.022619047619,808,578
"59-05",287.700490196078,287.700490196078,277.982352941176,191.904166666667,663,544
"59-06",169.187044817927,169.187044817927,160.035434173669,99.5803571428571,440,334
"59-07",209.464285714286,209.464285714286,198.72380952381,124.994047619048,505,373
"59-08",253.601610644258,253.601610644258,244.842016806723,165.791071428571,555,392
"59-09",182.846358543417,182.846358543417,176.04299719888,124.288095238095,466,340
"59-10",356.367927170868,356.367927170868,343.985574229692,238.146428571429,842,660
"59-11",241.164355742297,241.164355742297,231.676050420168,156.925595238095,500,334
"59-12",233.723949579832,233.723949579832,227.283053221289,152.314285714286,527,397
"59-13",269.51512605042,269.51512605042,258.367366946779,176.322619047619,604,436
"59-14",171.388445378151,171.388445378151,165.606442577031,118.114880952381,407,282
"59-15",211.900280112045,211.900280112045,202.961344537815,141.642857142857,486,349
"59-16",233.540546218487,233.540546218487,226.095098039216,153.472023809524,563,389
"59-17",523.547268907563,523.547268907563,502.962605042017,376.361309523809,840,632
"59-18",355.846988795518,355.846988795518,346.570308123249,268.718452380952,552,386
"59-19",413.517927170868,413.517927170868,398.126050420168,288.27619047619,738,561
"59-20",190.420728291317,190.420728291317,186.763305322129,112.629761904762,460,291
"59-21",326.237745098039,326.237745098039,317.288795518207,228.368452380952,627,459
"59-22",324.352801120448,324.352801120448,312.256302521008,211.845238095238,575,464
"59-23",249.388235294118,249.388235294118,235.166386554622,158.736904761905,484,341
"59-24",255.987044817927,255.987044817927,246.202100840336,164.36369047619,455,332
"59-25",344.66568627451,344.66568627451,332.085294117647,228.333333333333,601,440
"60-01",266.765542095928,266.765542095928,255.713021246085,170.376468923356,525,312
"60-02",248.252175553794,248.252175553794,235.198886750443,167.359532435186,571,419
"60-03",181.249790558134,181.249790558134,173.783772972565,111.993184648477,509,356
"60-04",213.897200953463,213.897200953463,204.335948482915,130.824374961557,525,364
"60-05",250.96265141319,250.96265141319,235.758972633468,155.481381785554,589,445
"60-06",195.700949603709,195.700949603709,188.184873635412,104.564303873187,524,372
"60-07",182.107448400902,182.107448400902,173.544807412561,112.89194864335,510,355
"60-08",217.46570846089,217.46570846089,210.774670908561,140.311769256935,440,315
"60-09",421.068808012023,421.068808012023,400.440981471724,282.150591875482,803,636
"60-10",180.014617915358,180.014617915358,174.040115148796,116.148011066248,428,292
"60-11",231.074951398235,231.074951398235,226.876955286377,138.475317780769,591,447
"60-12",243.325867665335,243.325867665335,235.486323780177,148.753413635868,575,373
"60-13",211.399578293119,211.399578293119,205.192294261807,133.95254882366,437,309
"60-14",244.98508299686,244.98508299686,238.696276357111,163.905226558995,605,425
"60-15",243.459510991476,243.459510991476,232.366083445491,162.457043517272,524,371
"60-16",218.029460146553,218.029460146553,212.840436668162,135.756093913564,553,414
"60-17",274.54350231793,274.54350231793,267.496022132496,172.556587408404,626,418
"60-18",197.145498728877,197.145498728877,193.2951921639,133.917892926574,524,378
"60-19",178.477338561761,178.477338561761,172.910396770181,109.850550249826,536,373
"60-20",224.509196949305,224.509196949305,211.835127860027,135.362943023777,529,428
"60-21",168.574577538508,168.574577538508,160.60994466876,110.375198145656,396,251
"60-22",153.2343431788,153.2343431788,148.445989079333,99.5100415322666,433,328
"60-23",306.853407675761,306.853407675761,296.854558662591,209.137914638288,611,405
"61-01",214.034969542428,214.034969542428,211.034969542428,129.411765122539,583,408
"61-02",248.333928318459,248.333928318459,242.667261651792,162.920944893044,590,436
"61-03",235.117842470605,235.117842470605,229.284509137272,121.381470463238,677,453
"61-04",232.827528611197,232.827528611197,228.70454170533,146.623548819466,561,397
"61-05",218.265243839571,218.265243839571,208.80972780699,126.732977626559,571,407
"61-06",444.630338179194,444.630338179194,426.235513970512,292.303417878132,922,722
"61-07",293.832079614676,293.832079614676,282.498746281343,178.502889927752,709,541
"61-08",244.03112176513,244.03112176513,238.404794308692,160.836947107949,619,446
"61-09",227.499082379627,227.165749046293,220.703737498711,145.774770594907,655,476
"61-10",315.89951541396,315.566182080627,309.598602948758,175.958212186823,739,501
"61-11",225.731982678627,225.731982678627,222.192205381998,137.424662336323,582,404
"61-12",224.557990514486,224.224657181153,217.845731518713,134.910330961955,592,398
"61-13",257.46467161563,257.46467161563,252.085560367048,170.112001237241,667,473
"61-14",236.284426229508,236.284426229508,229.575136612022,146.050273224044,616,443
"61-15",239.143045674812,239.143045674812,233.520553665326,149.669094752036,572,399
"61-16",259.993117847201,259.993117847201,251.036364573667,168.9607794618,586,420
"61-17",251.986075884112,251.986075884112,249.117481183627,169.417352304361,526,384
"61-18",324.998293638519,324.998293638519,320.032137333746,193.495406742963,731,495
"61-19",267.025373749871,267.025373749871,258.784854108671,159.231343437468,608,443
"61-20",264.773646767708,264.773646767708,257.241045468605,175.72674502526,482,387
"61-21",304.496138777194,304.496138777194,289.129116403753,187.919868027632,718,543
"61-22",229.651520775338,229.651520775338,225.451015568615,157.671213527168,473,398
"61-23",314.955763480771,314.955763480771,305.543566347046,212.059774203526,663,475
"61-24",209.534637591504,209.534637591504,206.803582843592,126.346159397876,444,346
"61-25",261.00389215383,261.00389215383,255.468135890298,181.938473038458,536,417
"61-26",256.56280028869,256.56280028869,251.776796576967,187.840700072172,525,417
"61-27",325.283204454067,325.283204454067,318.65867099701,221.570801113517,617,462
"61-28",271.400587689452,271.400587689452,268.281126920301,205.425146922363,551,445
"62-01",265.381584901779,265.381584901779,245.300200555384,155.260819705852,721,459
"62-02",231.489936233673,231.489936233673,209.078458294765,114.117767150057,674,442
"62-03",231.949748020158,231.949748020158,215.421058315335,149.119402447804,520,309
"62-04",282.246829682197,282.246829682197,252.809505810964,159.386971613699,774,496
"62-05",177.071976241901,177.071976241901,171.661033117351,101.20782937365,504,341.046795523906
"62-06",216.232988789468,216.232988789468,206.75430422709,115.419387020467,700,476
"62-07",237.918723644966,237.918723644966,224.127074976859,134.45113648051,660,442
"62-08",224.905245294662,224.905245294662,211.649398333848,125.067540882444,647,450
"62-09",183.735426308752,183.735426308752,173.600257122287,99.7316980355857,581,358
"62-10",186.582675100278,186.582675100278,177.585621721691,104.817350611951,553,364
"62-11",242.264537694127,241.764537694127,228.419417875141,141.744883266482,703,510
"62-12",185.374719736707,185.374719736707,176.040939010593,97.4346755116733,555,378
"62-13",255.298869473409,255.298869473409,239.548869473409,150.92492259511,719,485
"62-14",240.882626247043,240.882626247043,227.493445952895,139.452064691968,650,496
"62-15",214.269497474067,214.269497474067,208.119497474067,127.011503968113,595,419
"62-16",192.072249902132,192.072249902132,188.572249902132,121.137007841323,587,429
"62-17",232.594512683895,232.594512683895,227.261179350562,127.301915929901,601,383
"62-18",181.453111024117,181.453111024117,173.453111024117,107.35882178488,518,366
"62-19",160.528900545099,160.528900545099,151.697665329631,86.8937056464054,550,364.953204476094
"62-20",252.851996597066,252.851996597066,245.901996597066,141.915643498582,564,384
"62-21",190.159760726954,190.159760726954,184.909760726954,117.545736503078,437,297
"62-22",227.787959069887,227.787959069887,220.204625736554,138.21942367039,529,363
"62-23",166.181808961173,165.681808961173,162.981808961173,108.855972929048,402,291
"62-24",195.455338268266,195.455338268266,193.122004934932,121.008655112282,466,308
"62-25",177.670736799649,177.670736799649,175.004070132982,105.64864348672,489,361
"62-26",179.271106665379,179.271106665379,170.187773332045,108.537624114737,542,393
"63-01",214.254484304933,214.254484304933,207.718663250053,118.632340380098,608,466
"63-02",206.58086696562,206.58086696562,201.715449498185,147.917093743327,566,466
"63-03",257.896860986547,257.896860986547,253.351697629725,174.087123638693,792,626
"63-04",290.557174887892,290.557174887892,279.430813581038,177.326030322443,754,576
"63-05",236.971599402093,236.971599402093,234.940529575059,163.403907751441,542,440
"63-06",302.624514200299,302.624514200299,296.082660687593,185.960762331839,711,529
"63-07",171.57399103139,171.57399103139,169.560324578262,129.677663890668,213,214
"63-08",206.160986547085,206.160986547085,198.795248772155,134.887924407431,578,452
"63-09",285.360463378176,285.360463378176,279.487198377109,184.55244501388,702,502
"63-10",259.076158445441,259.076158445441,252.535853085629,171.040636344224,696,553
"63-11",465.284005979073,464.284005979073,456.23756139227,361.853779628443,823,657
"63-12",228.34043348281,228.34043348281,226.306534272902,159.690689728806,588,468.068607068606
"63-13",304.874813153961,304.874813153961,297.665492205851,194.721172325432,740,600
"63-14",233.964499252616,233.964499252616,232.431614349776,151.260837070254,576,499
"63-15",283.017937219731,283.017937219731,274.981795857356,194.053171044202,637,488.931392931394
"63-16",186.589361702128,186.589361702128,180.448936170213,111.623404255319,496,380
"63-17",122.802659574468,122.802659574468,120.675265957447,78.0191489361702,459,366
"63-18",229.373226950355,229.373226950355,228.212322695035,182.45390070922,578,454
"63-19",193.264893617021,193.264893617021,190.616489361702,130.687234042553,534,438
"63-20",205.390602836879,205.390602836879,203.744060283688,160.172340425532,527,439
"63-21",251.165425531915,251.165425531915,246.021542553191,174.484397163121,525,403.563025210084
"63-22",292.121823617339,292.121823617339,288.253843689942,204.700405722827,600,443
"63-23",455.353587443946,455.353587443946,447.629692504805,311.077300875507,975,794
"63-24",210.413829787234,210.413829787234,206.281382978723,144.559574468085,476,373.436974789916
"63-25",175.119207772795,175.119207772795,172.094544095665,111.903961136024,431,332
"64-01",235.133408071749,235.133408071749,232.850469784326,166.928197736494,549,398
"64-02",242.695948827292,242.695948827292,236.663041933191,164.949360341151,684,531
"64-03",203.463826606876,203.463826606876,200.263100576553,117.109438394192,561,390
"64-04",197.16236673774,197.16236673774,190.642643923241,118.654584221748,519,407
"64-05",234.075859491779,234.075859491779,229.703021567371,130.263559683963,665,530
"64-06",142.507089552239,142.507089552239,138.706343283582,75.9677860696517,503,407
"64-07",280.02932346061,280.02932346061,270.968760936435,199.515020905859,522,392
"64-08",146.47399103139,146.47399103139,143.448419816357,86.9824257954303,443,373
"64-09",119.886846038864,119.886846038864,117.862556053812,70.3991031390134,398,299
"64-10",145.208972992182,144.708972992182,141.78697583511,82.1329957356077,447,330
"64-11",117.00579246624,117.00579246624,115.429744136461,68.9807391613362,370,354
"64-12",110.515902629709,110.515902629709,107.119491826581,73.2612828713575,303,258
"64-13",126.022654584222,126.022654584222,121.458866382374,80.9290156361052,323,352
"64-14",118.578571428571,118.578571428571,116.007142857143,67.3404761904762,364,320
"64-15",322.968176124956,322.968176124956,321.051072000884,200.667979038883,667,478
"64-16",241.244438521677,241.244438521677,233.888006396588,163.559648187633,558,435
"64-17",125.103251599147,125.103251599147,123.867821606254,84.3698116560057,352,318
"64-18",323.226119402985,323.226119402985,312.725124378109,215.034825870647,698,533
"65-01",244.87746237127,244.87746237127,241.37746237127,162.929953349177,734,598
"65-02",234.192943237831,234.192943237831,228.576276571164,150.640051216882,700,559
"65-03",209.857257008626,209.857257008626,206.357257008626,129.7149241374,498,333
"65-04",519.541314034856,519.541314034856,513.707980701523,362.967703657248,831,594
"65-05",159.724795902649,159.724795902649,156.108129235983,103.522493068392,451,308
"65-06",112.354258262917,112.354258262917,110.18759159625,76.222834422586,286,203
"65-07",300.790921518792,300.790921518792,296.124254852126,168.852639787431,979,714
"65-08",221.05876573365,221.05876573365,212.80876573365,139.316879015932,553,358
"65-09",261.720277979491,261.720277979491,256.386944646158,167.361338955638,688,498
"65-10",327.208045066455,327.208045066455,323.291378399789,219.781207640173,943,644
"65-11",237.610920308512,237.610920308512,228.527586975178,125.635796529795,675,469.601279317698
"65-12",109.142916281577,109.142916281577,107.309582948244,66.2573301756007,320,199.406926406926
"65-13",153.803450400493,153.803450400493,148.636783733826,84.6882932840419,424,268
"65-14",142.391337965408,142.391337965408,138.558004632075,77.0737927449168,437,279
"65-15",131.316457893231,131.316457893231,127.816457893231,79.2933475816389,450,303
"65-16",151.459928703459,151.459928703459,149.293262036793,90.995224892175,479,302.398720682302
"65-17",228.792569426107,228.792569426107,224.37590275944,125.953474055981,647,491
"65-18",251.029529750902,251.029529750902,245.946196417569,149.314286814541,592,383
"65-19",155.660219445911,155.660219445911,149.493552779245,88.1921923136168,466,354
"65-20",626.863351047443,626.863351047443,613.413351047443,457.541978589033,1123,881
"65-21",159.87343461183,159.87343461183,156.12343461183,92.9950804836722,480,308
"65-22",144.801996688232,144.801996688232,142.551996688232,89.953456176833,544,346
"65-23",213.337087954405,213.337087954405,208.137087954405,134.543287892791,590,460
"66-01",184.737110446273,184.737110446273,179.619421590626,116.653066566941,620,437
"66-02",130.447304374615,130.447304374615,128.280637707948,79.3945625385089,402,296
"66-03",133.756033408128,133.756033408128,129.499065071055,81.8875716778858,446,341
"66-04",142.055173273498,142.055173273498,141.53408127649,94.8632759910247,402,331
"66-05",213.176414859137,213.176414859137,211.814260782847,152.553128895537,538,372
"66-06",149.35119670905,149.35119670905,147.657803540264,91.7135128396908,510,396
"66-07",152.240484442391,152.240484442391,150.573817775724,98.6994724276032,432,337
"66-08",350.984255796559,350.984255796559,342.92397157816,202.923709798055,1052,767
"66-09",163.633532784842,163.633532784842,161.440189478933,101.080029917726,501,415
"66-10",201.874283221142,201.874283221142,197.676402393418,125.510309149838,585,422
"66-11",179.130162122612,179.130162122612,176.630162122612,111.566079405422,546,434
"66-12",222.592520568437,222.592520568437,214.392894540015,144.298878085266,607,418
"66-13",146.53338319621,146.53338319621,146.010047369733,101.103340812765,431,312
"66-14",186.099214659686,186.099214659686,184.483420593368,106.947382198953,598,451
"66-15",265.200373971578,265.200373971578,262.742021939666,174.691722762403,747,514
"66-16",124.900835203191,124.900835203191,122.96472201446,81.0678633757168,371,289
"66-17",148.886202248922,148.886202248922,142.386202248922,92.8943584411583,498,359
"66-18",219.103565195712,219.103565195712,214.156482174021,139.167439541262,552,450
"66-19",193.910937766411,193.910937766411,192.027962489344,116.999045183291,580,421
"66-20",206.2849289454,206.2849289454,203.919134879083,133.773572675143,606,433
"66-21",304.33305200341,304.33305200341,299.088277919864,179.941619778346,938,691
"66-22",371.800598354525,371.800598354525,365.332473198704,218.373423086512,966,681
"66-23",208.914746945899,208.914746945899,206.013176265271,141.204712041885,651,502
"66-24",167.574703481208,167.574703481208,164.991370147874,106.098401879236,513,404
"66-25",147.04428206065,147.04428206065,141.509371574717,92.3526184386798,429,340
"66-26",187.51547314578,187.51547314578,185.428047740835,124.644245524297,664,497
"66-27",165.208192668372,165.208192668372,162.135805626598,115.78747655584,475,344
"66-28",184.723589087809,184.723589087809,182.343989769821,115.406709292413,568,425
"66-29",257.851230360444,257.851230360444,253.601230360444,167.278005622304,735,554
"66-30",193.623383725024,193.623383725024,190.456717058358,116.813413211865,566,441
"66-31",188.831077038145,188.831077038145,184.384642233857,106.882161555722,559,420
"66-32",208.52101625077,208.52101625077,206.27101625077,118.845249922982,661,452
"66-33",281.468885564697,281.468885564697,274.013774619796,182.681999501371,726,559
"66-34",135.313163799551,135.313163799551,131.285838942907,77.365307903266,524,412
"66-35",209.488430540885,209.488430540885,205.155097207552,130.720785197166,657,489
"66-36",254.581268979403,254.581268979403,245.831268979403,148.906584202535,773,598
"66-37",211.919549060382,211.919549060382,207.752882393715,120.902385628466,589,358
"66-38",204.291909748192,204.291909748192,200.475766641735,138.274619795562,626,467
"66-39",220.634255796559,220.634255796559,217.269209673398,148.245138369484,581,430
"66-40",135.440363999003,135.440363999003,132.750012465719,89.0377212665171,425,327
"66-41",274.241785091,274.241785091,268.833981550735,186.232934430317,730,549
"66-42",172.392731438694,172.392731438694,171.442731438694,111.992481130622,500,384
"66-43",259.717117221195,259.717117221195,256.383783887862,171.061194547135,727,589
"66-44",187.951507624769,187.951507624769,180.868174291436,127.700279189772,553,465
"66-45",116.294383471965,116.294383471965,115.794383471965,78.6335278034504,441,325
"66-46",172.234156619169,172.234156619169,171.047795639995,100.561248325417,535,440
